DHID,FROM,TO,CU,ELEM_A,ELEM_B,ELEM_C,ELEM_D,DENSITY
DDH-0030,90.37,91.17,3.0802,2.779,309.638,1156.08,4.847,
DDH-0030,91.17,92.03,2.5888,2.924,345.736,1155.01,6.132,4.408
DDH-0030,92.03,93.02,0.7581,11.173,942.205,9320.06,8.034,4.915
DDH-0030,93.02,94,0.5342,7.368,602.196,2232.67,10.401,4.459
DDH-0030,94,94.73,0.6062,6.456,386.062,731.08,8.744,4.651
DDH-0030,94.73,95.38,0.5423,3.126,168.822,1213.51,9.205,4.418
DDH-0030,95.38,96,0.6039,2.654,93.895,712.99,8.367,4.504
DDH-0030,96,97,1.2172,1.704,41.274,867.72,10.172,3.953
DDH-0030,97,98,1.4881,1.216,25.547,654.19,8.624,4.19
DDH-0030,98,99,1.8448,1.931,35.273,1310.25,8.583,4.383
DDH-0030,99,99.57,1.5189,2.187,38.526,693.93,8.03,3.077
DDH-0030,99.57,100,1.1385,2.536,30.279,655.65,3.451,4.57
DDH-0030,100,101,1.7793,2.167,22.89,693.31,6.085,4.517
DDH-0030,101,102.04,1.6106,2.401,36.543,578.12,3.942,4.325
DDH-0030,102.04,102.67,2.1979,2.439,46.046,809.68,4.463,4.815
DDH-0030,102.67,103.3,2.754,2.174,42.247,654.34,6.221,4.073
DDH-0030,103.3,103.68,,2.642,72.197,674.56,6.6,4.438
DDH-0030,103.68,104.3,3.3279,2.523,74.34,1040.02,8.434,4.142
DDH-0030,104.3,104.98,2.0407,2.169,61.893,461.9,4.698,4.857
DDH-0030,104.98,105.68,1.8926,2.175,52.187,462.64,4.023,4.38
DDH-0030,105.68,105.99,2.5049,2.403,32.68,423.51,2.282,4.531
DDH-0030,105.99,106.42,3.0245,1.828,53.047,404.03,6.974,4.124
DDH-0030,106.42,107,1.9034,2.896,72.773,442.83,4.565,4.517
DDH-0030,107,107.8,2.5278,2.547,49.694,673.94,4.532,4.161
DDH-0030,107.8,108.45,1.2831,2.643,64.573,443.45,,4.427
DDH-0030,108.45,109.36,0.8756,,49.86,520.46,4.469,4.12
DDH-0030,109.36,110,0.7752,3.522,38.981,250.23,3.29,3.931
DDH-0030,110,111.11,0.8203,1.83,37.54,655.07,5.129,4.247
DDH-0030,111.11,111.5,1.2534,1.697,48.478,250.55,3.031,4.27
DDH-0030,111.5,112,0.7117,1.704,48.778,250.47,3.311,4.14
DDH-0030,112,112.94,1.28,1.459,46.115,231.24,3.286,4.108
DDH-0030,112.94,113.38,1.0945,1.927,49.561,327.77,3.361,
DDH-0030,113.38,114.1,0.4733,1.699,42.158,269.83,1.848,4.389
DDH-0030,114.1,115,0.682,2.172,52.003,462.58,3.094,4.637
DDH-0030,115,116,0.5318,2.68,62.212,752.09,3.94,4.376
DDH-0030,116,117,0.5262,2.168,42.334,462.36,2.909,3.949
DDH-0030,117,118,0.8517,2.664,63.031,442.44,4.865,3.817
DDH-0030,118,118.6,0.6623,2.663,71.802,269.6,2.155,4.293
DDH-0030,118.6,119.14,0.3123,1.939,45.961,211.72,1.09,4.615
DDH-0030,119.14,120.24,0.1654,2.192,,289.25,1.479,4.3
DDH-0030,120.24,121.5,0.1416,1.824,45.913,269.93,1.19,4.436
DDH-0030,121.5,122.75,0.1792,1.947,38.625,384.91,1.7,4.19
DDH-0030,122.75,123.7,0.1644,0.836,46.273,327.03,1.035,4.225
DDH-0030,123.7,123.9,0.3282,1.454,54.407,2833.67,1.936,4.593
DDH-0030,123.9,124.67,0.2974,1.212,59.518,578.32,2.464,4.571
DDH-0030,124.67,125.85,0.3768,0.974,64.39,346.78,3.384,4.235
DDH-0030,125.85,127,0.5335,1.585,56.763,,3.109,
DDH-0030,127,127.46,,1.824,42.017,211.67,3.432,4.219
DDH-0030,127.46,128.4,0.4787,0.829,38.47,192.58,1.964,4.327
DDH-0030,128.4,128.75,0.3594,0.7,27.685,115.57,1.008,4.176
DDH-0030,128.75,129.72,1.6023,0.976,59.379,173.25,2.956,4.235
DDH-0030,129.72,130.25,1.7548,0.981,56.1,,3.979,
DDH-0030,130.25,130.77,2.4189,0.975,47.573,192.37,2.396,4.121
DDH-0030,130.77,131.51,1.8196,0.833,48.742,173.46,3.565,4.082
DDH-0030,131.51,132,1.1096,1.445,47.478,192.59,3.812,4.198
DDH-0030,132,133,1.4002,1.92,32.75,154.21,1.354,4.64
DDH-0030,133,134,1.1003,2.654,64.449,211.99,2.305,4.458
DDH-0030,134,134.42,1.0178,2.786,,250.67,3.5,4.536
DDH-0030,134.42,135,1.2431,3.651,74.312,211.65,2.854,4.512
DDH-0030,135,136,1.6803,4.603,49.593,192.64,2.434,4.38
DDH-0030,136,137,1.3013,2.541,47.13,192.78,3.124,4.305
DDH-0030,137,138,0.9107,1.684,32.512,173.18,2.7,4.308
DDH-0030,138,139,0.884,1.209,12.088,115.57,2.808,4.534
DDH-0030,139,139.84,0.6583,1.45,19.267,134.99,3.347,4.361
DDH-0030,139.84,140.34,0.3932,1.946,26.705,115.62,3.405,4.257
DDH-0030,140.34,140.75,0.5018,,0,134.9,1.435,4.273
DDH-0030,140.75,142,0.5559,,0,115.48,1.931,
DDH-0030,142,143,0.9755,,0,115.56,2.471,4.38
DDH-0030,143,144,1.425,,0,77,3.136,4.039
DDH-0030,144,145,0.8892,,0,96.3,1.255,3.984
DDH-0030,145,146.8,,,0,57.79,,
DDH-0030,146.8,147.8,0.141,,0,0,0.068,4.352
DDH-0030,147.8,148.53,0.3142,,0,0,0.116,4.472
DDH-0030,148.53,148.85,1.0685,,0,0,17.174,3.762
DDH-0030,148.85,149.55,0.5617,,0,0,0.622,4.165
DDH-0030,149.55,150.36,0.694,,0,0,0.619,
DDH-0030,150.36,151.4,1.71,,0,0,0.321,4.534
DDH-0030,151.4,152,0.5332,,0,0,1.644,4.452
DDH-0030,152,153,1.1034,,0,0,,4.483
DDH-0030,153,153.44,,,0,0,0.116,4.441
DDH-0030,153.44,154.4,0.7045,,0,0,0,3.564
DDH-0030,154.4,155.22,0.5632,,0,0,0,3.416
DDH-0030,155.22,156,2.1068,,0,0,0,4.468
DDH-0030,156,157,2.674,,0,0,0,3.882
DDH-0030,157,157.93,3.5957,,0,0,0,4.316
DDH-0030,157.93,159,0.5166,,0,0,0,3.816
DDH-0030,159,160.05,2.8728,,0,0,0,3.421
DDH-0030,160.05,160.7,0.1806,,0,0,0,3.125
DDH-0031,74.16,75.16,0.6711,0,0,38.49,0.122,4.183
DDH-0031,75.16,76.05,3.1698,2.416,177.907,1790.02,5.281,4.475
DDH-0031,76.05,77,2.935,1.683,102.804,1327.43,2.01,4.257
DDH-0031,77,77.52,0.3936,0.987,10.966,365.7,0.278,2.901
DDH-0031,79.35,80.48,1.0954,,,5137.26,19.013,3.887
DDH-0031,80.48,81,0.0236,0,4.865,38.55,0.035,
DDH-0031,81,81.4,2.5039,0.12,99.395,1386.25,3.243,3.428
DDH-0031,81.4,82,2.0508,6.186,142.188,1673.91,6.179,4.378
DDH-0031,82,83.01,,2.067,135.077,1928.07,4.217,4.178
DDH-0031,83.01,83.86,4.2212,1.821,88.721,153.9,1.864,4.461
DDH-0031,83.86,84.3,5.6425,1.2,100.806,250.1,2.167,4.275
DDH-0031,84.3,85,0.22,0.425,8.436,77.01,0.177,4.049
DDH-0031,85,86,1.395,0,7.233,77,0.111,4.472
DDH-0031,86,87,0.0314,0,0,19.28,0.073,3.765
DDH-0031,87,88,0.0235,0,0,57.78,0.038,4.043
DDH-0031,88,89,0.536,0,0,76.97,0.046,
DDH-0031,89,90,0.1405,0,0,77.13,0.031,3.291
DDH-0031,90,91,0.0551,0.037,0,57.74,0.017,4.084
DDH-0031,91,92,0.0235,0,1.213,77.13,0.034,3.672
DDH-0031,92,93,0.2657,0.145,,404.36,0.173,3.83
DDH-0031,93,94,0.1958,1.119,6.089,269.34,0.324,4.549
DDH-0031,94,95,0.0548,0.278,2.415,115.55,,4.125
DDH-0031,95,96,0.0702,0,1.201,115.43,0.057,
DDH-0031,96,97,0.454,0,0,173.42,0.077,3.405
DDH-0031,97,98,0.0078,0.036,0,115.54,0.022,3.668
DDH-0031,98,98.4,0.0079,0,0,96.21,0.017,3.214
DDH-0032,48.25,49,3.4548,0.889,34.883,1039.56,1.117,4.802
DDH-0032,49,50,3.4787,0.547,72.845,829.23,3.689,4.634
DDH-0032,50,51,4.2645,0.638,90.611,558.09,2.989,4.227
DDH-0032,51,52,4.189,0.425,85.875,269.73,3.351,4.446
DDH-0032,52,53,4.4223,0.698,92.607,404.64,3.721,4.823
DDH-0032,53,54,3.2019,0.483,65.272,211.81,4.213,4.626
DDH-0032,54,55,3.815,0.459,55.258,192.43,2.134,4.817
DDH-0032,55,56,3.1816,0.36,35.285,250.08,,4.789
DDH-0032,56,57,3.3186,0.487,34.955,231.34,1.183,4.804
DDH-0032,57,58,4.1165,0.401,57.91,538.7,1.974,4.615
DDH-0032,58,59,3.2369,0.122,31.318,886.35,1.836,4.728
DDH-0032,59,60,1.9619,0.216,31.617,346.51,0.944,4.596
DDH-0032,60,61,2.6801,0.787,27.645,134.92,0.81,4.734
DDH-0032,61,62,2.4428,0.509,25.583,153.92,0.523,4.72
DDH-0032,62,63,3.2316,0.618,15.665,154.08,0.588,4.628
DDH-0032,63,64,4.4561,0.674,23.027,231.15,0.681,4.722
DDH-0032,64,64.8,3.5721,0.728,23.028,269.74,0.615,4.706
DDH-0032,64.8,66.2,3.8458,,24.191,250.15,0.785,4.355
DDH-0032,66.2,68,3.4306,0.731,23.071,250.49,0.377,4.478
DDH-0032,68,69,4.2583,0.664,25.28,250.29,0.292,4.652
DDH-0032,69,70,2.9742,0.534,20.549,211.74,0.387,4.749
DDH-0032,70,71,2.4624,0.594,20.462,134.94,0.527,
DDH-0032,71,72,2.7962,0.476,19.217,173.23,0.511,4.74
DDH-0032,72,73,2.7132,0.423,16.846,134.7,,4.422
DDH-0032,73,74,4.9507,0.482,14.565,173.17,0.137,4.764
DDH-0032,74,75,4.7491,0.229,6.039,154.12,0.165,4.441
DDH-0032,75,76,4.433,0.462,16.879,115.45,0.149,4.578
DDH-0032,76,77,3.3295,0.522,10.801,134.83,0.148,4.751
DDH-0032,77,77.5,3.0114,0.364,10.916,134.8,0.221,4.139
DDH-0032,77.5,78.65,1.3944,0.289,18.288,134.95,0.076,4.529
DDH-0032,78.65,79.3,2.786,0.241,13.361,134.76,0.189,4.61
DDH-0032,79.3,79.95,1.9524,0.508,10.851,134.9,0.065,4.675
DDH-0032,79.95,80.55,3.5805,0.634,6.006,134.73,0.056,4.166
DDH-0032,80.55,81,2.6862,,10.809,96.36,0.654,4.992
DDH-0032,81,82,4.1573,0.655,7.245,134.7,0.25,4.62
DDH-0032,82,83,3.4977,0.625,8.43,153.97,0.169,4.719
DDH-0032,83,83.65,1.9782,0.486,10.873,115.65,0.061,4.849
DDH-0032,83.65,84.4,5.2764,,8.458,134.75,0.101,4.281
DDH-0032,84.4,85,5.3321,0.484,14.435,115.69,0.171,4.655
DDH-0032,85,85.95,4.2413,0.53,15.703,153.98,0.255,4.386
DDH-0032,85.95,86.5,2.9066,0.521,19.476,154.13,0.08,4.658
DDH-0032,86.5,86.95,4.2985,0.597,12.2,154.05,0.356,4.495
DDH-0032,86.95,87.9,2.7177,0.447,10.876,115.58,0.112,4.576
DDH-0032,87.9,89,3.3512,0.482,18.201,96.26,0.384,4.737
DDH-0032,89,90,2.6893,0.545,20.739,96.19,0.328,4.558
DDH-0032,90,91,2.7326,0.594,12.041,96.4,0.386,4.725
DDH-0032,91,92,3.3329,0.531,13.297,115.62,0.355,4.303
DDH-0032,92,93,2.1617,0.327,25.352,115.49,0.257,4.644
DDH-0032,93,93.6,4.4683,0.399,13.309,115.46,0.585,4.555
DDH-0032,93.6,95,2.4984,0.414,13.22,96.28,0.149,4.669
DDH-0032,95,96,1.9584,0.528,10.952,96.27,0.401,4.444
DDH-0032,96,97,3.215,0.474,14.443,115.65,,4.687
DDH-0032,97,97.4,2.3698,0.554,20.558,96.24,0.309,4.47
DDH-0032,97.4,97.9,1.0015,0.41,12.198,,0.186,4.591
DDH-0032,97.9,98.5,1.6905,0.533,15.62,96.34,0.063,4.765
DDH-0032,98.5,98.9,3.7919,0.805,32.453,96.39,0.115,4.503
DDH-0032,98.9,100,3.2144,0.619,16.885,96.18,0.471,4.709
DDH-0032,100,101,3.0852,0.512,14.413,96.41,0.491,4.502
DDH-0032,101,102,2.0567,0.582,13.334,115.62,0.231,4.653
DDH-0032,102,103,3.008,0.723,,134.95,0.843,3.847
DDH-0032,103,104,3.5475,0.482,10.893,115.58,0.34,3.632
DDH-0032,104,105,3.1173,0.472,9.61,77.06,0.38,4.455
DDH-0032,105,105.4,2.5177,0.349,14.634,57.72,0.615,4.373
DDH-0032,105.4,107,3.8878,0.462,8.503,134.7,0.395,4.786
DDH-0032,107,107.55,4.7776,0.386,10.822,153.95,0.371,4.178
DDH-0032,107.55,109,4.8276,0.47,6.021,96.31,0.447,4.603
DDH-0032,109,110,5.4679,0.399,8.5,173.36,0.37,4.316
DDH-0032,110,111,3.2642,0.339,7.27,153.9,0.256,4.564
DDH-0032,111,112,4.1323,0.499,8.48,134.8,0.452,4.493
DDH-0032,112,113,6.6291,0.279,8.527,96.34,0.427,4.729
DDH-0032,113,114,2.8875,0.402,8.511,96.38,0.178,4.682
DDH-0032,114,115,5.2343,0.303,9.638,115.49,0.308,4.643
DDH-0032,115,115.55,2.7841,0.278,7.251,115.62,0.117,4.465
DDH-0032,115.55,116.65,1.3728,0.481,7.262,115.7,0.102,3.892
DDH-0032,116.65,117.1,4.5499,,13.26,192.52,0.477,4.415
DDH-0032,117.1,117.55,2.9766,0.481,10.835,134.94,0.13,
DDH-0032,117.55,118,2.1753,0.605,,134.72,0.093,4.642
DDH-0032,118,119,3.0064,0.584,27.704,134.81,0.576,4.794
DDH-0032,119,120,,0.456,19.503,192.5,0.517,4.604
DDH-0032,120,121,4.8193,0.459,18.255,212.02,0.33,4.76
DDH-0032,121,122.25,6.1004,0.542,34.006,192.75,0.757,4.904
DDH-0032,122.25,123,2.6088,0.519,34.894,173.25,,4.567
DDH-0032,123,124,4.6,0.547,24.371,134.86,0.157,4.523
DDH-0032,124,124.9,5.6876,0.364,20.739,154.04,,4.453
DDH-0032,124.9,125.6,3.5432,0.424,31.527,211.64,0.33,4.403
DDH-0032,125.6,127,4.648,0.4,23.002,231.32,0.402,4.635
DDH-0032,127,128,3.7542,0.341,15.642,173.32,0.198,4.475
DDH-0032,128,129,3.7136,0.401,18.285,173.44,0.267,4.571
DDH-0032,129,130,3.7099,0.402,14.637,192.47,0.306,4.729
DDH-0032,130,131,4.7873,1.278,18.264,115.52,0.209,4.554
DDH-0032,131,132,4.0825,0.607,16.889,134.93,0.194,4.638
DDH-0032,132,133,5.6,0.302,27.678,96.35,0.369,4.668
DDH-0032,133,134,4.4156,0.424,20.595,115.54,0.247,4.535
DDH-0032,134,135,2.5184,0.217,12.197,77.05,0.233,4.273
DDH-0032,135,136,3.2549,0.219,8.509,38.5,0.087,5.107
DDH-0032,136,137,4.661,0.338,14.404,57.83,0.084,4.326
DDH-0032,137,138,1.4681,0.097,9.712,57.85,0.072,4.85
DDH-0032,138,139,1.8048,0.781,13.32,57.73,0.146,4.722
DDH-0032,139,140,1.9123,0.157,12.153,57.81,0.124,4.086
DDH-0032,140,141,1.5578,0.182,6.044,57.8,0.035,4.156
DDH-0032,141,142,1.4154,0.097,3.648,57.72,0.025,4.052
DDH-0032,142,143,1.3555,0.156,6.05,38.5,,3.453
DDH-0032,143,144,3.2613,0.216,27.99,57.79,0.065,3.352
DDH-0032,144,145,0.7337,0.182,3.635,38.56,0.008,4.26
DDH-0032,145,146,0.9447,0.277,12.092,77.09,0.042,4.328
DDH-0032,146,147,0.546,0.231,7.268,77.06,0.076,3.977
DDH-0032,147,147.9,0.4179,0,2.43,38.5,0.004,3.505
DDH-0033,62.04,62.35,3.1084,0.506,41.071,192.61,0.114,3.344
DDH-0033,62.35,62.73,3.4001,2.175,187.252,808.16,4.178,3.942
DDH-0033,62.73,64.38,0.0393,0,0,77.13,0.093,2.831
DDH-0033,64.38,66.79,0.0946,0.822,4.822,96.28,0.064,2.797
DDH-0033,66.79,67.65,5.6051,1.823,49.586,500.35,1.069,4.108
DDH-0033,67.65,68.56,5.8878,2.072,76.274,731.51,2.037,
DDH-0033,68.56,69.4,4.4995,0.9,157.769,1657.62,6.242,4.67
DDH-0033,69.4,69.95,0.2515,0.097,9.609,501.27,0.324,4.115
DDH-0033,69.95,70.29,8.2612,,150.552,789.57,0.562,4.508
DDH-0033,70.29,71,5.2713,3.156,144.778,1867.18,1.286,4.616
DDH-0033,71,71.85,3.5382,1.447,104.635,1406.37,6.359,4.587
DDH-0033,71.85,72.54,4.5453,1.698,250.435,1308.44,9.211,4.548
DDH-0033,72.54,72.87,2.5892,1.208,127.256,846.63,5.399,4.814
DDH-0033,72.87,73.56,2.212,,134.639,3754.96,4.749,4.544
DDH-0033,73.56,73.92,0.9193,1.326,34.119,,0.565,2.598
DDH-0033,73.92,74.18,7.5763,3.028,126.527,404.86,2.612,4.658
DDH-0033,74.18,76,0.0859,0,0,57.8,0.052,2.889
DDH-0033,76,77.25,3.7056,2.402,125.026,461.95,2.909,4.705
DDH-0033,77.25,78,3.3556,1.93,181.533,809.8,3.795,4.623
DDH-0033,78,78.32,4.2091,2.439,295.613,4838.81,7.556,4.715
DDH-0033,78.32,79.3,3.7138,2.779,254.76,1791.8,,4.398
DDH-0033,79.3,80,3.4795,1.947,164.753,,7.434,4.316
DDH-0033,80,80.76,2.9891,,192.322,962.43,4.187,4.281
DDH-0033,80.76,81.57,4.1252,2.673,223.09,1848.83,4.433,3.653
DDH-0033,81.57,81.76,0.4763,1.578,17.025,443.22,0.082,4.066
DDH-0033,81.76,82.39,1.4762,2.29,50.867,481.13,0.376,3.366
DDH-0033,82.39,83,4.2411,1.209,194.408,2350.67,2.209,4.975
DDH-0033,83,83.58,13.7403,1.692,662.195,1830.93,4.415,4.959
DDH-0033,83.58,84.44,12.5569,1.206,,366.34,5.707,4.694
DDH-0033,84.44,85,5.7052,1.685,308.37,308.03,7.185,4.674
DDH-0033,85,86.11,3.0932,2.192,303.059,692.74,8.649,4.821
DDH-0033,86.11,87,3.6974,1.935,430.128,3796.16,9.609,4.468
DDH-0033,87,88,3.6107,1.586,283.728,1310.06,10.798,4.381
DDH-0033,88,89,,2.673,194.608,3972.56,9.202,4.381
DDH-0033,89,90.04,2.554,2.77,,1462.37,9.515,4.088
DDH-0033,90.04,91,2.5557,3.132,178.745,1346.81,11.49,4.007
DDH-0033,91,92,2.3571,4.144,225.665,1636.8,11.727,4.064
DDH-0033,92,93.16,2.4013,4.249,282.362,2427.68,10.347,4.104
DDH-0033,93.16,93.89,1.8153,4.716,362.575,2409.82,8.318,4.537
DDH-0033,93.89,94.31,2.6951,5.18,490.164,1982.69,9.499,4.456
DDH-0033,94.31,95,2.2864,5.586,346.862,6738.14,8.494,4.038
DDH-0033,95,95.85,,3.78,306.089,2680.17,8.664,4.73
DDH-0033,95.85,96.4,1.013,3.504,264.345,4567.83,6.858,4.453
DDH-0033,96.4,97,1.5666,4.207,272.039,2581.49,,4.502
DDH-0033,97,98,0.6549,4.875,207.227,8225.65,,4.175
DDH-0033,98,99,1.1489,5.051,201.231,6862.63,12.913,4.37
DDH-0033,99,100,1.0645,2.551,128.444,3660.8,6.79,4.308
DDH-0033,100,100.73,1.2124,2.063,97.178,2693.81,7.595,4.289
DDH-0033,100.73,101.56,1.5094,,67.254,2504,7.907,4.285
DDH-0033,101.56,102,0.8897,2.165,78.025,654.8,9.311,4.397
DDH-0033,102,103,1.1039,0.879,30.021,385.15,5.569,4.553
DDH-0033,103,104,0.4308,0.504,10.98,115.71,2.462,4.23
DDH-0033,104,104.65,0.961,0.61,6.004,173.17,4.826,4.184
DDH-0033,104.65,105.32,2.2229,0.279,4.853,57.76,1.126,4.639
DDH-0033,105.32,106.43,0.2105,,0,19.26,0.059,4.569
DDH-0033,106.43,107.6,0.3214,,0,19.26,0.038,4.075
DDH-0033,107.6,109.84,0.047,,,,0.013,4.062
DDH-0033,109.84,110.35,0.417,,0,0,0.051,4.028
DDH-0033,110.35,111,0.6674,,0,19.25,0.065,2.975
DDH-0033,111,112,1.8703,,0,38.56,0.17,4.128
DDH-0033,112,113,1.2811,,0,38.54,0.051,4.484
DDH-0033,113,114,1.5611,,0,19.28,0.108,4.66
DDH-0033,114,115,0.9237,,,0,0.085,4.211
DDH-0033,115,115.6,0.1103,,0,0,0.044,4.097
DDH-0033,115.6,116.75,0.0314,,0,0,,
DDH-0033,116.75,118.1,0.0627,,0,0,0.043,4.43
DDH-0033,118.1,120.85,0,,0,0,0,
DDH-0033,120.85,122.2,0.282,,0,38.53,0.052,3.89
DDH-0033,122.2,122.4,0.1326,,0,57.82,0.059,4.228
DDH-0033,122.4,123.25,0.0781,,0,19.24,0.108,4.537
DDH-0033,123.25,124.05,0.0237,,0,19.24,0.021,4.619
DDH-0033,124.05,124.7,0.0235,,0,0,0.004,4.381
DDH-0033,124.7,125.17,0.0156,,0,0,0.03,4.697
DDH-0033,125.17,125.57,0.2205,,0,0,0.034,4.217
DDH-0033,125.57,125.9,0.0785,,0,19.24,0.051,4.438
DDH-0033,125.9,127,0.0781,,0,0,0.025,4.47
DDH-0033,127,128.26,,,0,19.27,0.061,4.289
DDH-0033,128.26,129.47,0.1094,,0,19.25,0.03,4.534
DDH-0033,129.47,131,0.0235,,0,19.27,0.013,4.072
DDH-0033,131,133,0.9275,,,19.24,0.009,4.17
DDH-0033,133,135,0.5481,,0,19.24,,4.351
DDH-0033,135,137,,,0,0,0.009,3.872
DDH-0033,137,137.7,0.0236,,0,19.26,0.013,3.47
DDH-0034,137.8,138.88,0.0157,,0,,0.008,2.64
DDH-0034,138.88,140.1,3.0895,0.707,29.214,211.62,0.038,4.581
DDH-0034,140.1,141,4.0416,0.983,39.641,,0.042,4.523
DDH-0034,141,142,6.684,0.831,27.809,154.04,0.043,4.387
DDH-0034,142,143,7.856,0.698,66.663,,0.052,4.608
DDH-0034,143,144,7.1767,0.277,57.799,173.15,0.055,4.586
DDH-0034,144,145,6.5765,0.423,63.601,230.97,0.042,4.626
DDH-0034,145,146,5.7893,0.423,53.638,231.31,0.043,4.598
DDH-0034,146,146.49,6.2511,0.276,31.561,692.88,0.119,4.795
DDH-0034,146.49,147,3.7818,0.424,22.857,1019.73,0.339,4.441
DDH-0034,147,148,2.5787,0.278,19.284,770.82,0.812,4.45
DDH-0034,148,149,3.7547,0.425,17.05,384.92,0.606,
DDH-0034,149,150,4.338,0.277,12.097,,0.715,4.633
DDH-0034,150,151,3.1477,,0,192.51,0.347,4.309
DDH-0034,151,152,3.8201,,0,192.74,0.757,4.365
DDH-0034,152,153,3.7996,,0,308.43,0.606,4.559
DDH-0034,153,154,3.1755,,0,250.55,0.351,4.582
DDH-0034,154,155,2.1898,,0,115.45,0.13,4.367
DDH-0034,155,156,3.4867,,0,153.96,0.486,
DDH-0034,156,157,3.5964,,,192.59,1.086,4.535
DDH-0034,157,158,3.1143,,0,192.43,,4.394
DDH-0034,158,159,3.8423,,0,192.63,0.289,4.276
DDH-0034,159,160,3.2933,,0,192.45,1.258,4.608
DDH-0034,160,160.98,2.1653,,0,192.63,0.589,4.487
DDH-0034,160.98,162,2.3507,,0,327.81,1.027,4.26
DDH-0034,162,163,3.2642,,0,192.67,0.546,4.362
DDH-0034,163,164,3.3832,,0,192.77,0.733,4.625
DDH-0034,164,165,3.6087,,0,154.22,0.454,4.636
DDH-0034,165,166,5.2546,,0,134.85,0.349,4.386
DDH-0034,166,167.12,4.1973,,0,192.71,0.776,4.402
DDH-0034,167.12,167.8,3.1608,,0,192.69,0.686,4.548
DDH-0034,167.8,168.52,6.6952,,0,212.08,2.826,4.143
DDH-0034,168.52,169.44,5.1031,,0,211.73,0.812,4.507
DDH-0034,169.44,170,6.518,,0,173.13,0.639,4.374
DDH-0034,170,171,5.8355,,0,250.42,0.672,4.524
DDH-0034,171,172,10.2873,,0,288.95,1.132,4.501
DDH-0034,172,172.95,5.3862,,0,231.42,0.428,4.142
DDH-0034,172.95,174,3.8799,,0,154.28,0.364,4.052
DDH-0034,174,175,4.486,,0,173.36,0.354,4.273
DDH-0034,175,176,4.8086,,0,,0.605,4.246
DDH-0034,176,177,5.555,,0,269.93,0.986,4.655
DDH-0034,177,178,6.162,,0,211.87,0.958,4.218
DDH-0034,178,179,3.3793,,0,115.42,0.416,4.385
DDH-0034,179,180,3.8583,,0,96.37,0.647,4.577
DDH-0034,180,181,4.0844,,0,77.14,0.605,4.424
DDH-0034,181,182,3.8757,,0,,0.282,4.546
DDH-0034,182,183,4.1517,,0,76.99,0.372,4.275
DDH-0034,183,184,2.4113,,0,38.57,,4.287
DDH-0034,184,185,3.6876,,0,192.48,0.73,4.248
DDH-0034,185,186,4.0081,,0,96.23,0.659,4.175
DDH-0034,186,187,4.5987,0.56,25.313,154.12,2.107,
DDH-0034,187,188,3.8906,1.828,35.195,250.43,2.396,4.17
DDH-0034,188,189,4.1279,0.983,19.256,134.75,3.358,4.161
DDH-0034,189,190,5.7685,0.972,20.634,134.97,2.97,4.297
DDH-0034,190,190.48,5.2276,1.114,31.576,192.4,3.939,4.163
DDH-0034,190.48,191.25,7.0793,0.837,19.394,288.56,2.106,4.359
DDH-0034,191.25,192,7.9521,0.422,18.12,173.23,1.967,4.5
DDH-0034,192,193,6.9698,0.277,18.164,154.2,,4.044
DDH-0034,193,194,6.8947,0.704,35.182,211.75,3.094,4.207
DDH-0034,194,195,7.0919,1.208,42.098,962.18,3.359,4.357
DDH-0034,195,196,7.0765,0.558,20.54,115.61,2.424,4.196
DDH-0034,196,197,6.3553,0.422,18.152,269.79,2.294,4.153
DDH-0034,197,197.8,7.0023,0.559,33.61,192.51,,4.142
DDH-0034,197.8,198.55,0.141,,0,0,,2.579
DDH-0034,198.55,199.16,6.4761,0.975,55.93,192.47,0.218,4.252
DDH-0034,199.16,200,0,,0,0,0.022,2.81
DDH-0035,72,72.78,0.102,0.06,0,192.38,0.111,3.241
DDH-0035,72.78,73.5,5.0957,2.194,124.473,1365.86,2.395,4.349
DDH-0035,73.5,74,6.1598,1.091,177.531,1405.89,4.063,4.34
DDH-0035,74,75,4.3972,,189.712,1234.27,6.063,4.239
DDH-0035,75,76,4.0571,0.846,171.646,1540.89,7.083,4.341
DDH-0035,76,77,3.1501,6.258,186.911,2002.25,9.959,4.378
DDH-0035,77,78,2.5738,3.261,178.635,3329.11,7.297,4.32
DDH-0035,78,79,3.7929,,0,,5.926,4.228
DDH-0035,79,80,3.9733,,0,1154.6,8.442,4.673
DDH-0035,80,81,4.4751,,0,500.5,5.359,4.19
DDH-0035,81,82,4.9943,,0,442.97,3.573,4.051
DDH-0035,82,83,4.8996,,0,500.73,3.6,
DDH-0035,83,84,5.3798,,0,828.52,5.023,4.188
DDH-0035,84,85,5.0647,,0,694.07,6.213,
DDH-0035,85,86,4.2727,,0,635.98,7.734,
DDH-0035,86,87,2.8495,,0,1330.5,9.099,4.051
DDH-0035,87,87.7,2.9504,,0,1733.83,3.477,4.231
DDH-0035,87.7,88.4,2.6582,,0,1232.27,1.622,3.434
DDH-0035,88.4,89.6,1.6239,,0,2831.73,6.026,4.064
DDH-0035,89.6,89.83,0.9289,,0,751.85,0.983,3.447
DDH-0035,89.83,91,1.4354,,0,18240.74,10.197,4.866
DDH-0035,91,92,1.2591,,0,19661.67,9.474,4.749
DDH-0035,92,93,,,0,923.8,0.345,4.721
DDH-0035,93,94,3.0322,,0,7080.44,6.157,
DDH-0035,94,95,3.1548,,0,3490.33,6.733,4.576
